filename,words
29.png,ၼႂ်းၵၢတ်ႇ ဢွၼ်ႊလၢႆႊ
30.png,ၵႃႈဢွမ်လူမ်းၵေႃႈ ပု
31.png,လုၵ်ႈတီႈ 1 လုၵ်ႈ 120
32.png,” ၵူၼ်းၼုမ်ႇသႅၼ်းႁု
33.png,ၵူၺ်းၵႃႈ တႃႇတီႉထွမ်ႇ
34.png,ၼႂ်းလၢႆးၵၢၼ်
35.png,-လိၼ်ၵူၼ်ႇသဵ
36.png,ၾူၼ်တူၵ်း ဝၼ်းတီႈ 18
37.png,“ပႆႇမီးၵူၼ်းမိူင်းႁတ
38.png,တၢင်းၶဝ်ႈမိူင်းငေႃႉ
39.png,ပေႃးပဵၼ်ၵူၼ်းတၢင်ႇတ
40.png,ၾၢႆႇၼိုင်ႈၵေႃႈ ၼႂ်း
41.png,သဵၼ်ႈတၢင်းၼႂ်းၵႄႈမိူ
42.png,ၵူၼ်းမိူင်းလႆႈၾၢင်ႉလ
43.png,ပၢင်တိုၵ်းဢၼ်ပဵၼ်ပွတ
44.png,ပၢင်တိုၵ်းၼႆႉပဵၼ်ႁၢ
45.png,ၵူၼ်းဝၢၼ်ႈပၢႆႈၽေးသိ
46.png,ယၢမ်းလဵဝ် ပွၵ်ႈမိူဝ
47.png,တီႈမိူင်းငေႃႉၼႆႉ ၵူၼ
48.png,ၵူၼ်းမိူင်းလႄႈၵူၼ်း
49.png,ၶိူင်ႈၵမ်ႉၵႅမ်
50.png,ၾၢႆႇပၢႆးယူႇလီ ၵူတ်ႇထ
51.png,“ၵူၼ်းတႄႉၵႂႃႇမႃး ပို
52.png,ဢမ်ႇပိုတ်ႇလၢၼ်ႉၵေႃႈ
53.png,ၵွပ်ႈၼႆ ဢၼ်ၸပ်းတၢင်
54.png,ၵူၼ်းလုၵ်ႉမိူင်းထႆး
55.png,ၵူၼ်းမိူင်းႁူမ်ႈတုမ်
56.png,ၾၢႆႇၽွင်းငမ်း ၊ၾၢႆႇ
57.png,“ၵူၼ်းၸပ်းတၢင်းပဵၼ်
58.png,ပဵၼ်တၢင်းဝၢၼ်ႈ ၽွင်
59.png,ႁႅင်းဢွၵ်ႊသီႊၵျိၼ်ႊ
60.png,ဢွၵ်ႊသီႊၵျိၼ်ႊတႄႉ ၵ
61.png,ၶဝ်ပၼ်တေႃႉၶဝ်ႈ တေႃႉ
62.png,”- ၵူၼ်းၼုမ်ႇၸွႆႈထႅမ
63.png,တွၼ်ႈတႃႇၸွႆႈထႅမ်ႁႅင်
64.png,ၵူၼ်းပၢႆႈၽေးသိုၵ်းၼႂ
65.png,ၶတ်းၸႂ်
66.png,ၵူၼ်းပၢႆႈၽေးသိုၵ်းတီ
67.png,ၸိူဝ်းၶဝ်ပၢႆႈၽေးပၢင
68.png,သိုၵ်းမၢၼ်ႈ ယိုဝ်းၵွ
69.png,ၵူၼ်းမိူင်း ၼပ်ႉႁူဝ
70.png,တေႃႇထိုင်မိူဝ်ႈဝႃးၼႆ
71.png,ႁူဝ်ၵူၼ်းပၢႆႈၽေးမီး
72.png,ႁဵတ်းႁႂ်ႈၵူၼ်းပၢႆႈၽ
73.png,တေႃႇထိုင်ယၢမ်းလဵဝ်သိ
74.png,ၾၢႆႇၼိုင်ႈၾူၼ်ၵေႃႈတ
75.png,ဢၢၼ်ႇၶၢဝ်ႇပၢင်တိုၵ်း
76.png,ၵၢတ်ႇဝဵင်းၶူဝ်လမ် ဢၼ
77.png,တိတ်းၸပ်းၸိူဝ်ႉမႅင်း
78.png,“ယၢမ်းလဵဝ်တီႈဝဵင်းၶူ
79.png,ၵူၺ်းၵႃႈ ဢမ်ႇၵိုၼ်း
80.png,ပိူၼ်ႈပႆႇႁတ်းမႃးသို
81.png,တီႈၶူဝ်လမ်ဢမ်ႇမီးၵူ
82.png,ၼွၵ်ႈလိူဝ်ၼၼ်ႉ ရူတ်ႉ
83.png,တိုၵ်ႉၸႂ်ႉတႆႇသဵၼ်တၢ
84.png,ၶၢဝ်းတၢင်းပဵၼ်ၶူဝ်ႊဝ
85.png,တၢႆယွၼ်ႉတၢင်းပဵၼ်ၼႆ
86.png,ၵူၼ်းတိတ်းၸပ်းၸိူဝ်း
87.png,ၵူၼ်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ
88.png,ၵူၼ်းတၢႆယွၼ်ႉတၢင်းပ
89.png,ဢူးဢွင်ႇလေး ဢႃယု 48
90.png,“ဝၼ်းတီႈ 15/8/2021 ၵ
91.png,ပေႃႈမၼ်းမၢတ်ႇၸဵပ်းတ
92.png,ၵေႃႉပဵၼ်ပေႃႈၸိုဝ်ႈႁွ
93.png,ပဵၼ်ၵူၼ်းပွၵ်ႉ 8 ၵျ
94.png,ၸဵမ်မိူဝ်ႈၾူၼ်တႄႇသိ
95.png,“ဝၼ်းၵွၼ်ႇႁဝ်းၶႃႈၵေႃ
96.png,ဢမ်ႇၸႂ်ႈႁႃးပေႃႈလုၵ်
97.png,ၵူၼ်းၼႂ်းဝၢၼ်ႈၵေႃႈၵ
98.png,ၵူၼ်းတၢင်ႇဝၢၼ်ႈၵေႃႈ
99.png,ဢိူဝ်ႈဝၼ်းၼၼ်ႉတႄႉလႆ
100.png,ထုင်ႉၼၼ်ႉမီးၸုမ်းယိပ
101.png,ပဵၼ်ၼမ်ႉမိုဝ်းၸုမ်း
102.png,ထုင်ႉၼမ်ႉမင်းၼၼ်ႉ မီ
103.png,ၵွပ်ႈၼႆလႄႈ ၵူၼ်းႁႃႁ
104.png,“တၢင်း 11 လၵ်း 12 လၵ
105.png,မိူၼ်ၶၢဝ်းယၢမ်းၼႆႉ
106.png,ၵူၼ်းဝၢၼ်ႈမႃးႁႃႁဵပ်
107.png,တႃႇႁႂ်ႈလွတ်ႈၽေးၼၼ်ႉ
108.png,” မၼ်းၸၢႆးလၢတ်ႈၼင်ႇ
109.png,ၼႂ်းလိူၼ်ဢေႃးၵၢတ်ႉသ်
110.png,ႃႈဢေးၸိင်ႇဢႃယု 40 ပီ
111.png,“ၶဝ်ၵႂႃႇႁႃႁဵပ်းႁိမ်း
112.png,ၵႂႃႇၶွင်ႉၺႃးသၢႆ  မၢ
113.png,ၸိုဝ်ႈႁွင်ႉ ယႃႈဢေးၸ
114.png,လုၵ်ႈဢွၼ်ႇဢၼ်ၵႂႃႇၸ
115.png,ၶႃသွင်ၵေႃႉတႄႉ ယၢမ်း
116.png,” ၽူႈၸၢႆး ဢၼ်ၸွႆႈထႅ
117.png,မိူဝ်ႈလိူၼ် ၵျူႊလၢႆႊ
118.png,တီႈဝဵင်းၵျွၵ်ႉမႄးၼႆႉ
119.png,ၵွပ်ႈၼႆ လဵၵ်ႉယႂ်ႇၼု
120.png,- ၼမ်ႉမၢဝ်းၼ
121.png,ၵူၼ်းၼုမ်ႇမူႇၸေႊ ၵေႃ
122.png,မိူဝ်ႈဝႃး ၼမ်ႉပူဝ်ႉ
123.png,”- ဝႃႈၼႆ။
124.png,ၼႂ်ၼႆႉယၢမ်းၸဝ်ႉ ႁၢၼ်
125.png,ၾူၼ်တူၵ်းထပ်းၵၼ် 4-
126.png,- ၼမ်ႉပေႃႈ (
127.png,“မိူဝ်ႈဝႃး ၾၢႆႇၽွင်း
128.png,”- ၵူၼ်းၼုမ်ႇမူႇၸေႊ
129.png,ၼမ်ႉပေႃႈ(ၼမ်ႉပူဝ်ႉ)
130.png,ၼမ်ႉထူမ်ႈၵၼ်းၼႆႉ ထူ
131.png,တီႈၼႂ်းမိူင်းထႆး
132.png,တီႈဝဵင်းသီႇပေႃႉ ၸိုင
133.png,ၼႂ်းၶၢဝ်းတၢင်း 3ဝၼ်
134.png,ၶၢဝ်းယၢမ်းၵၢင်ဝၼ်းတ
135.png,ၵူၺ်းၵႃႈမၼ်းၸၢႆးမေႃ
136.png,ယၢမ်းလဵဝ်ၼမ်ႉတူႈ ပႆႇ
137.png,မိူၼ်ၼၼ်ၼင်ႇၵဝ်ႇ တီ
138.png,ၶဵမ်ၼၼ်ႉ
139.png,ယွၼ်ႉပိူဝ်ႈတၢင်းပဵၼ်
140.png,မိူဝ်ႈၼႆႉပဵၼ်ဝၼ်းပို
141.png,ၸိူဝ်းတၢင်ႇမႃး ယႃႈယ
142.png,ၵူႈပီပူၼ်ႉမႃးၵေႃႈ သင
143.png,တူင်ႈၼႃးပွတ်းမိူင်းယ
144.png,ၵႃႈၸိူဝ်ႉၽၼ်းၶဝ်ႈၵၢပ
145.png,“ ပီၼႆႉလႆႈဝႃႈယၢပ်ၽိ
146.png,ႁဵတ်းၵၢၼ်တႃႇလႆႈၵိၼ်
147.png,ပီၵၢႆၼႆႉ ၽၼ်းၶဝ်ႈၵၢ
148.png,ၵႃႈမျေႇဢေႃးၸႃႇ ၵေႃႈ
149.png,ဢမ်ႇၸၢင်ႈႁဵတ်းၵိၼ်ၵ
150.png,”- ၸၢႆးဢွင်ႇၶမ်း ၸဝ်
151.png,ၵူၼ်းမိူင်းယႆ ႁဵတ်းၵ
152.png,ပီၼႆႉ ၵၢၼ်မိူင်း ၊
153.png,“ပီၼႆႉတႄႉ ၵၢၼ်မိူင်း
154.png,ဢၼ်လႆႈပွႆႇၼႃးႁၢမ်းပ
155.png,ၵႃႈၸၢင်ႈၵူၼ်းႁဵတ်းၵ
156.png,ၸဝ်ႈသူၼ်ၵမ်ႈၽွင်ႈ လု
157.png,“ ဢၼ်ဢမ်ႇၽုၵ်ႇၶဝ်ႈၵ
158.png,ၽုၵ်ႇငႃးလႄႈထူဝ်ႇလိၼ
159.png,ၶဝ်ႈၵၢပ်ႇၵေႃႈၽုၵ်ႇၶ
160.png,” လုင်းၵႃႇလိင်ႇၵူၼ်
161.png,မိူင်းတႆးၼႆႉ ပိူင်လူ
162.png,ပီၼႆႉတႄႉ ယွၼ်ႉပိူဝ်
163.png,ၵူၼ်းၸူၼ် ပႂ်ႉႁဵတ်းႁ
164.png,ၵူၼ်း လႃႈသဵဝ်ႈ ၵေႃႉၼ
165.png,ၵူဝ်ပိူၼ်ႈ ဝၵ်ႉၸၼ်ႁ
166.png,လၢတ်ႈသိုဝ်ႈဝႃႈ ႁဝ်း
167.png,ဝဵင်းလႃႈသဵဝ်ႈၼႆႉ ၵူၼ
168.png,ၽွင်းပတ်းပိုၼ်ႉၸိုင
169.png,တေႃႇထိုင်ယၢမ်းလဵဝ်
170.png,ၽူႈတူင်ႉၼိုင် ၼႂ်းတူ
171.png,လွင်ႈ ႁူမ်ႇလူမ်ႈဢမ်
172.png,ၵူၼ်းမိူင်းဢမ်ႇၸၢင်
173.png,တေႃႈၼင်ႇ ၵူၼ်းလူင်ၼ
174.png,ၽူႈလၵ်ႉၵူၼ်းၸူၼ်လိူင
175.png,ၵူၼ်းပွတ်းဝၢၼ်ႈ ၵေႃႉ
176.png,ရူတ်ႉၶိူင်ႈၼႆႉ လၵ်ႉ
177.png,မိူဝ်ႈလဵဝ် ၵႂႃႇသူၼ်
178.png,ဢမ်ႇပႂ်ႉဢမ်ႇ လႆႈ သေ
179.png,ၵူၼ်းမိူင်းလႃႈသဵဝ်ႈယ
180.png,ႁႂ်ႈပၼ်ဝႆႉမၢႆၾူၼ်း
181.png,: ၵူၼ်းပိုၼ်ႉတီ
182.png,ၵူၼ်း ၼႂ်းဢိူင်ႇဝၢၼ်
183.png,ၵူၼ်းဝၢၼ်ႈႁဝ်းၶႃႈ ၸ
184.png,ယၢမ်းလဵဝ် ၼမ်ႉဢဝီႇၸ
185.png,ႁဝ်းၶႃႈလႆႈၸႂ်ယႂ်ႇၼမ
186.png,တီႈၼၼ်ႉတႄႉသမ်ႉဢမ်ႇႁ
187.png,ၸဵမ်သင်ၶၸဝ်ႈလႄႈ ၵူၼ
188.png,ၵူၼ်းဝၢၼ်ႈၼႂ်းဢိူင်ႇ
189.png,ယၢမ်းလဵဝ် ၽွင်းငဝ်းလ
190.png,ယၢပ်ႇၽိုတ်ႇတႃႇၵူၼ်း
191.png,မိူဝ်ႈဝၼ်းတီႈ 11/8/2
192.png,ယၢမ်းလဵဝ် ၵမ်ႈၽွင်ႈ
193.png,- ၵူၼ်းပၢႆႈၽ
194.png,မိူဝ်ႈဝႃး ဝၼ်းတီႈ 17
195.png,ၵူၼ်းဝၢၼ်ႈ ပၢင်ၵွၼ်
196.png,ၵူၼ်းဝၢၼ်ႈ ၺႃးၸၢၵ်ႇ
197.png,ယဝ်ႉၵေႃႈ ႁိူၼ်းၵူၼ်
198.png,မိူဝ်ႈၼႆႉ ဝၼ်းတီႈ 18
199.png,ယၢမ်းလဵဝ် ၼႂ်းၸႄႈဝဵင
200.png,ၽူႈၸွႆႈထႅမ် ၵူၼ်းပၢႆ
201.png,ၵူၼ်းပၢႆႈၽေးသိုၵ်း
202.png,- ၵူၼ်းၼုမ်ႇ
203.png,ၵူၼ်းပၢႆႈၽေးသိုၵ်း ဢ
204.png,လိူဝ်ၼၼ်ႉ ၸိူဝ်းပၢႆႈ
205.png,ပဵၼ် ၵူၼ်းဝၢၼ်ႈပုင်
206.png,ၼွၵ်ႈလိူဝ်ၼၼ်ႉ ၵူၼ်း
207.png,ၼႂ်း ၼၼ်ႉ မၢၼ်ႈဝဵင်
208.png,ကမ်းလင့်လက်မ
209.png,လုၵ်ႈၸုမ်းပရႁိတ ၼမ်ႉ
210.png,ယွၼ်ႉဝႃႈၵူၼ်းတဵမ်ႁ
211.png,ၶဝ်တေႁပ်ႉၵူၼ်းပဵၼ်လ
212.png,ယၢမ်းလဵဝ် တီႈဝဵင်းၵျ
213.png,တေႃႇထိုင်ဝၼ်းတီႈ 13/
214.png,ၵူၺ်းၵႃႈဝႆၢးၼႆႉမႃး
215.png,“တၢင်းပဵၼ်ၼႆႉလၢမ်းၽႄ
216.png,ပွတ်းတၢင်းဝၢၼ်ႈၵျွႆ
217.png,ဢၼ်လႆႈသုတ်ႇဢွၵ်ႊသီႊ
218.png,ဢၼ်တၢႆၼႆႉၵမ်ႈၼမ်ပဵၼ
219.png,မၢင်ၵေႃႉယူတ်းယႃၶႅၼ်
220.png,ဝၼ်းတီႈ 17/8/2021 ၼႆ
221.png,မၢင်ဝၼ်း ဝၼ်းလဵဝ်လူ
222.png,ၵွပ်ႈၼႆလႄႈဢၼ်လူႉတၢႆ
223.png,ၸွမ်းၼင်ႇၾၢႆႇပၢႆးယူ
224.png,ၸုမ်းသိုၵ်းပျီႇတူႉၸိ
225.png,ဝၼ်းတီႈ 7 /8/2021 တ
226.png,“ပိူင်လူင်တႄႉ ယႃႇႁႂ
227.png,ၵူၼ်းႁဵတ်းၵၢၼ်ပၢႆး
228.png,ၵႅမ်ၽူႈၵွၼ်းတိူင်းၵ
229.png,ၵႅမ်ၽူႈၵွၼ်းတိူင်းယင
230.png,“ဢၼ်ၼႄၵၢင်ၸႂ်တေႃႇသိ
231.png,ၵူၺ်းၵႃႈ ၸုမ်းယိပ်း
232.png,ၼႂ်းၼမ်ႉၸၢင်ၼႆႉ လိူ
233.png,ၵူၺ်းၵႃႈ သိုၵ်းယိုတ်
234.png,“သိုၵ်းယိုတ်းမိူင်း
235.png,ပေႃးပႃးပျီႇတူႉၸိတ်ႉ
236.png,ၵူၺ်းၵႃႈ ႁဝ်းၶႃႈၵေႃ
237.png,ႁဝ်းၶႃႈမႃးယိပ်းၵွင်
238.png,ႁဝ်းၶႃႈတိုၼ်းတေတိုၵ
239.png,လွင်ႈၼႆႉ ၸုမ်းသိုၵ်း
240.png,ၼႂ်းၸႄႈတွၼ်ႈလွႆလႅမ်ၼ
241.png,တပ်ႉၸုမ်း 6 ပဢူဝ်း
242.png,ၵႅမ်ၶု
243.png,ၶွင်ႇသီႇသိုၵ်းမၢၼ်ႈ
244.png,လွင်ႈၶဝ် လုၵ်ႉတီႈၶွင
245.png,ၵွၼ်ႇပႆႇပိၼ်ႇလႅၵ်ႈၸိ
246.png,ၸၵၸ ၶွင်ႇသီႇသိုၵ်းမၢ
247.png,ၵူၺ်းၵႃႈ ႁၢၼ်ႉတေႃႇဝ
248.png,ႁဝ်းၶႃႈ တေတွင်းၵၼ်ယူ
249.png,(1) လွင်ႈၵေႃႇၵၢၼ်ႁၢႆ
250.png,ၵမ်းၼႆႉ ၸွမ်းၼင်ႇၶေႃ
251.png,မၢႆမီႈငဝ်းလၢႆးၶိုၵ်ႉၶၵ်ႉ
252.png,ၵမ်းၼႆႉ ၼႂ်းၵႄႈၼၼ်ႉ
253.png,ၵူၺ်းၵႃႈ ပေႃးမႃးတူၺ်
254.png,ၾၢႆႇၸၶၸ မိပ်ႇငႅၼ်းႁ
255.png,ႁူဝ်ၼပ်ႉၵူၼ်းတၢႆ ၵူ
256.png,မိူၼ်ဝႃႈၸိုင်ႈမိူင်
257.png,ၵွပ်ႈပိူဝ်ႈၸိူင်ႉၼႆ
258.png,ၾၢႆႇၼိုင်ႈၵေႃႈ ယူႇတ
259.png,ၼႆႉ ပိၵ
260.png,ၵမ်းၼႆႉ ယူႇတီႈၸၵၸ တႄ
261.png,ၵွပ်ႈသင်ၼႆ သင် ၸိူဝ
262.png,ၵူၺ်ႈၵႃႈ ဢႃႊသီႊယၼ်ႊ
263.png,ပဵၼ်ႁိုဝ်ၵေႃႈယဝ်ႉ ဝၢ
264.png,လႆႈႁၼ်ဢႃႊသီႊယၼ်ႊ ယုၵ
265.png,ၵူၺ်းၵႃႈ မုၵ်ႉၸုမ်း
266.png,ယွၼ်ႉပိူဝ်ႈဢႃႊသီႊယၼ
267.png,ပေႃးတေမႃးတူၺ်းၵူၼ်း
268.png,ပဵၼ်ႁိုဝ်ပဵၼ် ဢမ်ႇပေ
269.png,ၵမ်းၼႆႉ ပေႃးမၼ်းမႃး
270.png,ယူႇတီႈႁဝ်းၶႃႈတႄႉ ဢမ်
271.png,ၵွပ်ႈသင်လႃႇ မၼ်းၵေႃ
272.png,ၾၢႆႇ ၸၵၸ ၶွင်ႇသီႇသို
273.png,ယူႇတီႈၵူၼ်းမိူင်း တႃ
274.png,ပေႃးတူၺ်းတူဝ်တႅၼ်းၶိ
275.png,ဢိင်ၼိူဝ် ၶေႃႈမုလ်းသ
276.png,ၼႆႉၵေႃႈ သမ်ႉတေဢမ်ႇသၢ
277.png,ယဝ်ႉၵေႃႈ တေပဵၼ်ပိူဝ
278.png,ထႅင်ႈၶေႃႈၼိုင်ႈၵေႃႈ
279.png,ၵမ်းၼႆႉ ယူႇတီႈၵူၼ်းမ
280.png,တီႈၼႆႈတေမီးမႃး ၶေႃႈထ
281.png,ႁဝ်းႁၼ်ထိုင်ဝႃႈ
282.png,ၶႂ်ႈၼႄဝႃႈ  ၵေႃႈ
283.png,ၵမ်းၼႆႉ တိူၵ်ႈတီႈမၼ်
284.png,ၵမ်းလိုၼ်းသုတ်း ႁဝ်း
285.png,ပေႃးႁဝ်းၶႃႈ မႃးႁုပ်ႈ
286.png,မႂ်ႇသုင်ၶႃႈ
287.png,ႁိုၼ်း ၵႃယၢင်း
288.png,ယၢမ်းလဵဝ် ၵူၼ်းပၢႆႈၽ
289.png,/ ၵူၼ်းပၢႆႈၽေးသိ
290.png,ၵူၼ်းပၢႆႈၽေးသိုၵ်း ဢ
291.png,ၽူႈတူင်ႉၼိုင် ၼႂ်းတူ
292.png,လွင်ႈၼမ်ႉၸႂ်ႉ/ ၼမ်ႉ
293.png,ၼမ်ႉ ဢမ်ႇတဵမ်ထူၼ်ႈ
294.png,ၵူၼ်းပၢႆႈၽေးသိုၵ်း ႁ
295.png,“ပၢင်တိုၵ်းတႄႉ မိူဝ်
296.png,ႁဝ်းတေႃႇႁဝ်း ယိုဝ်း
297.png,ၵူၺ်းၵႃႈ ၵူၼ်းပၢႆႈၽ
298.png,ၵူၼ်းဝၢၼ်ႈ ဢၼ်ပၢႆႈမႃ
299.png,ထႅင်ႈၾၢႆႇၼိုင်ႈၵေႃႈ
300.png,“တီႈၵူၼ်းပၢႆႈၽေးသိုၵ
301.png,ပေႃးလႆႈပၼ်ၾၢင်ႉ ၶဝ်
302.png,ယွၼ်ႉတၢင်းပဵၼ်ၶူဝ်ႊဝ
303.png,/ ၵဵတ်ႉၵူတ်ႇထတ်း
304.png,တၢင်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ
305.png,ၵူၼ်း လႃႈသဵဝ်ႈ ၵေႃႉၼ
306.png,ၸွမ်းၼႂ်းပွၵ်ႉၼႂ်းၵ
307.png,သင်ဝႃႈ ၵူၼ်းပွၵ်ႉၼႆ
308.png,ပႃးတင်းၵွင်ႈ ၶႃႈ ဢေ
309.png,ဢိင်ၼိူဝ် သိုၵ်းမၢၼ်
310.png,ၵူၼ်း ပၢင်လူင် ၵေႃႉၼ
311.png,ႁဵတ်းႁႂ်ႈၵူၼ်းမိူင်
312.png,ၽႂ်ၽႂ်ႁၼ်ၶဝ်ၵေႃႈတေ
313.png,ဢမ်ႇလွတ်ႈလႅဝ်းယဝ်ႉၶ
314.png,မိူဝ်ႈပၢၼ် လူင်ပွင်ၸ
315.png,ယၢမ်းလဵဝ်တႄႉၵိုတ်းသ
316.png,“မိူဝ်ႈၵူႈပွၵ်ႈၼၼ်ႉတ
317.png,တေႃႈလဵဝ်သမ်ႉ ပဵၼ် သ
318.png,ၶဝ်ႁဵတ်းႁိုဝ် ၵူတ်ႇ
319.png,လွင်ႈၵႂႃႇမႃးတႄႉ မိူ
320.png,မိူဝ်ႈတၢင်းပဵၼ်ၶူဝ်ႊ
321.png,ယူႇၼႂ်းသဵၼ်ႈသၢႆမၢႆ
322.png,မိူဝ်ႈၼႆႉ ဝၼ်းတီႈ 16
323.png,ၸဝ်ႈႁၢၼ် ၸၢႆးၽူင်းႁၢ
324.png,ၵွပ်ႈၼၼ်လႄႈ တွၼ်ႈၵၢ
325.png,သိုပ်ႇလၢတ်ႈထႅင်ႈဝႃႈ
326.png,ယၢမ်းလဵဝ်သမ်ႉ ပဵၼ်ၶၢ
327.png,မွၵ်ႇထိုင်ၵူၼ်းမိူင
328.png,ၼႂ်းပၢင်ၵႅဝ်ႈမၢႆတွင်
329.png,ပႃႇတီႇမႂ်ႇသုင်ၸိုင်ႈ
330.png,- မႄႈၼမ်ႉယႂ်
331.png,ၾူၼ်တူၵ်းထပ်းၵၼ် လၢႆ
332.png,ၸၢႆးယွတ်ႈသႅင်မိူင်း
333.png,ဢၼ် ဢမ်ႇမုင်ႈႁၼ်ထႅင
334.png,ၼႂ်းၸႄႈဝဵင်းမိူင်းယႆ
335.png,လုင်းၸရေးမွင်ႇ ပွၵ်ႉ
336.png,ဢွင်ႈတီႈၼမ်ႉ ၼွင်းၸ
337.png,တီႈမိူင်းယႆၼႆႉ ၸပဵၼ
338.png,ၼႂ်းၸႄႈဝဵင်းမိူင်းယႆ
339.png,ၼမ်ႉထူမ်ႈပွၵ်ႈၼႆႉ ၸ
340.png,ၸၢႆးယွတ်ႈသႅင်မိူင်း
341.png,ၵမ်းၼႆႉ သမ်ႉမႃးပဵၼ်
342.png,ၼမ်ႉလုပ်ႇၼွင်းထူမ်ႈ
343.png,လိူဝ်ၼၼ်ႉ ၵူၼ်းဝၢၼ်
344.png,မိူဝ်ႈပီႊ
345.png,ၽူႈတူင်ႉၼိုင် ၼႂ်းတူ
346.png,တီႈၼႂ်းၶဝ်ၼၼ်ႉၵေႃႈ
347.png,တီႈၵဵင်းတွင်းၼႆႉ ၵူ
348.png,ၵူၼ်းတိတ်းၸပ်းၶူဝ်ႊဝ
349.png,တႃႇၶိုင်ႈၼိုင်ႈ ပဵၼ
350.png,ဢိင်ၼိူဝ် တၢင်းပဵၼ်ၶ
351.png,“တၢင်းယၢပ်ႇၽိုတ်ႇ တီ
352.png,ၵႃးတၢင်ႇၵုၼ်ႇၵေႃႈ ဢ
353.png,ပေႃးဢမ်ႇမီးလွင်ႈယႂ်
354.png,ယၢမ်းလဵဝ် တီႈဝဵင်းၵဵ
355.png,သင်ဝႃႈၶၢမ်ႈၶိုၼ်းသေ
356.png,ဢၼ် ယူႇတီႈ ၾႆႇပၢႆးး
357.png,မိူဝ်ႈၼႆႉ ဝၼ်းတီႈ 16
358.png,ယၢမ်းလဵဝ် ၵူၼ်းတၢႆ
359.png,ၽူႈတူင်ႉၼိုင် ၼႂ်းတူ
360.png,တင်းမူတ်း ႁူမ်ႈၵၼ်
361.png,ၵူၼ်းပဵၼ်သမ်ႉၵူတ်ႇထ
362.png,ၵွပ်ႈၼႆလႄႈ ဝၼ်းတီႈ 1
363.png,“တီႈၵဵင်းတုင်ၼႆႉ ၶႂ်
364.png,ဢၼ်ၸၢမ်းၵူၺ်း
365.png,ဢၼ် ယူႇတီႈ ၾၢႆႇပၢႆး
366.png,ဝၢႆးသေ ၶွင်ႇသီႇသိုၵ်
367.png,ၵူၼ်းမိူင်းယၢပ်ႇၸႂ်
368.png,“တီႈၵဵင်းတုင်ၼႆႉ လႆႈ
369.png,မၼ်းဢမ်ႇငၢႆႈငၢႆႈၶႃႈ
370.png,မၼ်းဢမ်ႇမိူၼ်ဢွင်ႇသ
371.png,ၼၢႆးၼၼ်ႉ မၼ်းသမ်ႉၶဝ
372.png,ပၢၼ်သိုၵ်းၼႆႉတႄႉ တေ
373.png,ၸုမ်းၵူၼ်းမိူင်းၸွႆ
374.png,”- ၽူႈတူင်ႉၼိုင် ၼႂ်
375.png,တွၼ်ႈတႃႇ တၢင်းပဵၼ်ၶူ
376.png,က​လေးအထ
377.png,တီႈတႃႈၶီႈလဵၵ်းၼႆႉ လု
378.png,ယူတ်းယႃတူဝ်တီႈႁူင်း
379.png,ယၢမ်းလဵဝ်တႄႉၶႅၼ်းၸိ
380.png,“ၵူၼ်းပဵၼ်တၢင်းပဵၼ်ၼ
